Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,2168.0,2183.89990234375,2154.0,2167.60009765625,2015.37060546875,1354908
2020-01-02,2179.949951171875,2179.949951171875,2149.199951171875,2157.64990234375,2006.118896484375,2380752
2020-01-03,2164.0,2223.0,2164.0,2200.64990234375,2046.099365234375,4655761
2020-01-06,2205.0,2225.949951171875,2187.89990234375,2200.449951171875,2045.9130859375,3023209
2020-01-07,2200.5,2214.64990234375,2183.800048828125,2205.85009765625,2050.933837890625,2429317
2020-01-08,2205.0,2260.0,2202.050048828125,2255.25,2096.8642578125,5197454
2020-01-09,2248.75,2251.949951171875,2210.0,2214.35009765625,2058.8369140625,3734173
2020-01-10,2228.0,2234.0,2208.0,2213.550048828125,2058.093017578125,1915807
2020-01-13,2217.85009765625,2218.949951171875,2184.699951171875,2190.35009765625,2036.5234375,2843893
2020-01-14,2195.0,2229.800048828125,2195.0,2206.89990234375,2051.90966796875,2948452
2020-01-15,2213.0,2231.0,2194.199951171875,2226.89990234375,2070.505615234375,2620681
2020-01-16,2226.949951171875,2249.0,2215.0,2238.800048828125,2081.570068359375,3117214
2020-01-17,2240.75,2253.550048828125,2213.0,2219.10009765625,2063.253662109375,3281059
2020-01-20,2194.89990234375,2242.199951171875,2156.199951171875,2170.35009765625,2017.9271240234375,5817599
2020-01-21,2169.949951171875,2186.550048828125,2158.050048828125,2171.050048828125,2018.578125,1902980
2020-01-22,2181.0,2210.0,2173.699951171875,2206.89990234375,2051.90966796875,1773686
2020-01-23,2209.800048828125,2217.75,2183.699951171875,2190.949951171875,2041.706298828125,2069866
2020-01-24,2190.949951171875,2190.949951171875,2170.0,2183.39990234375,2034.67041015625,1319430
2020-01-27,2189.699951171875,2193.449951171875,2165.0,2169.25,2021.4844970703125,1549101
2020-01-28,2174.0,2187.800048828125,2152.0,2183.75,2034.9964599609375,1743024
2020-01-29,2185.0,2186.949951171875,2150.0,2154.60009765625,2007.8321533203125,2306761
2020-01-30,2160.0,2165.0,2125.0,2137.85009765625,1992.2235107421875,2098567
2020-01-31,2139.39990234375,2144.35009765625,2071.60009765625,2079.050048828125,1937.4287109375,3287223
2020-02-03,2152.0,2194.699951171875,2093.199951171875,2102.5,1959.281005859375,4728073
2020-02-04,2129.0,2136.699951171875,2086.60009765625,2107.75,1964.173095703125,3509339
2020-02-05,2115.0,2156.699951171875,2104.300048828125,2146.550048828125,2000.33056640625,2439322
2020-02-06,2145.0,2174.199951171875,2115.5,2128.35009765625,1983.37060546875,2640065
2020-02-07,2139.0,2151.0,2119.0,2136.550048828125,1991.0120849609375,2083442
2020-02-10,2140.89990234375,2167.0,2119.0,2161.949951171875,2014.6817626953125,2383032
2020-02-11,2163.0,2174.800048828125,2147.60009765625,2153.39990234375,2006.7139892578125,1335820
2020-02-12,2151.10009765625,2185.0,2150.0,2170.75,2022.8819580078125,1620407
2020-02-13,2172.949951171875,2197.0,2171.0,2191.949951171875,2042.6378173828125,1645948
2020-02-14,2188.0,2212.0,2171.0,2184.199951171875,2035.4158935546875,1500115
2020-02-17,2196.949951171875,2217.0,2190.199951171875,2203.25,2053.168212890625,1774724
2020-02-18,2199.949951171875,2221.0,2186.050048828125,2215.75,2064.81689453125,2486223
2020-02-19,2215.75,2230.0,2190.5,2196.35009765625,2046.7386474609375,1760463
2020-02-20,2204.5,2214.39990234375,2151.25,2156.800048828125,2009.88232421875,2317278
2020-02-24,2156.0,2178.949951171875,2106.699951171875,2115.35009765625,1971.25634765625,3092877
2020-02-25,2115.5,2176.64990234375,2111.0,2156.14990234375,2009.2762451171875,2674567
2020-02-26,2154.0,2163.89990234375,2112.949951171875,2123.60009765625,1978.9442138671875,2686842
2020-02-27,2119.949951171875,2119.949951171875,2086.199951171875,2105.5,1962.076904296875,2349001
2020-02-28,2068.0,2069.5,1990.0,2000.1500244140625,1863.9034423828125,4298076
2020-03-02,2035.0,2053.949951171875,1985.699951171875,2001.300048828125,1864.9747314453125,2667076
2020-03-03,2020.0,2060.0,2012.0,2036.199951171875,1897.4974365234375,2757585
2020-03-04,2056.0,2094.449951171875,2025.0,2083.199951171875,1941.2962646484375,3237002
2020-03-05,2085.699951171875,2147.75,2084.050048828125,2125.050048828125,1980.2957763671875,3937056
2020-03-06,2098.0,2123.64990234375,2071.60009765625,2116.449951171875,1972.28076171875,2595027
2020-03-09,2075.0,2079.89990234375,1935.0,1972.3499755859375,1837.9970703125,4940975
2020-03-11,1933.0,1987.300048828125,1920.0,1953.699951171875,1820.6170654296875,6796449
2020-03-12,1904.0,1908.4000244140625,1758.3499755859375,1769.8499755859375,1649.290771484375,8728786
2020-03-13,1687.9000244140625,1820.0,1506.050048828125,1806.300048828125,1683.258056640625,8029720
2020-03-16,1755.0,1842.25,1675.8499755859375,1696.4000244140625,1580.84423828125,7844271
2020-03-17,1730.0,1731.0,1623.1500244140625,1658.0,1545.059814453125,5713248
2020-03-18,1676.800048828125,1713.550048828125,1627.75,1654.4000244140625,1541.705322265625,7258778
2020-03-19,1559.699951171875,1685.449951171875,1546.75,1636.3499755859375,1536.0257568359375,5135111
2020-03-20,1630.0,1869.0,1627.0,1797.449951171875,1687.2489013671875,8547498
2020-03-23,1620.0,1750.0,1617.75,1669.699951171875,1567.3314208984375,7003490
2020-03-24,1653.050048828125,1770.0,1632.8499755859375,1703.1500244140625,1598.7305908203125,6350865
2020-03-25,1700.0,1810.0,1680.0,1750.300048828125,1642.989990234375,2765520
2020-03-26,1831.5999755859375,1832.050048828125,1722.550048828125,1790.949951171875,1681.147705078125,4556067
2020-03-27,1820.0,1850.0,1750.4000244140625,1824.5,1712.6409912109375,4331250
2020-03-30,1766.0,1905.0,1763.550048828125,1778.5,1669.4608154296875,8513547
2020-03-31,1837.4000244140625,1855.0,1780.0,1826.0999755859375,1714.142578125,3927593
2020-04-01,1825.9000244140625,1834.75,1702.0,1708.75,1603.9873046875,4941878
2020-04-03,1740.0,1740.0,1650.0,1654.199951171875,1552.7818603515625,5735369
2020-04-07,1710.0,1785.8499755859375,1705.0,1775.199951171875,1666.3631591796875,5427577
2020-04-08,1760.0,1806.0,1701.0,1705.449951171875,1600.889404296875,6285615
2020-04-09,1750.449951171875,1778.800048828125,1731.199951171875,1766.1500244140625,1657.86767578125,5307397
2020-04-13,1761.0,1787.0,1746.0,1759.25,1651.39111328125,2990438
2020-04-15,1785.0,1812.0,1727.800048828125,1735.1500244140625,1628.7689208984375,4761399
2020-04-16,1709.949951171875,1764.9000244140625,1675.050048828125,1716.050048828125,1610.8397216796875,6245533
2020-04-17,1800.0,1851.949951171875,1753.0,1806.199951171875,1695.46240234375,9895823
2020-04-20,1830.0,1830.0,1802.5,1818.6500244140625,1707.149169921875,3244282
2020-04-21,1765.0,1794.5999755859375,1727.699951171875,1737.6500244140625,1631.1153564453125,5122541
2020-04-22,1737.6500244140625,1790.0,1719.1500244140625,1769.5,1661.0126953125,3829836
2020-04-23,1780.0,1900.0,1760.8499755859375,1878.25,1763.095458984375,5934366
2020-04-24,1840.699951171875,1851.949951171875,1807.800048828125,1818.550048828125,1707.0556640625,2987102
2020-04-27,1832.300048828125,1875.0,1825.0,1836.5999755859375,1723.9989013671875,3374741
2020-04-28,1865.0,1868.0,1832.5999755859375,1859.050048828125,1745.072509765625,2678505
2020-04-29,1874.0,1912.550048828125,1850.050048828125,1905.6500244140625,1788.8154296875,4241510
2020-04-30,1980.0,2032.0,1942.199951171875,2014.449951171875,1890.9447021484375,5915544
2020-05-04,1966.0,1966.0,1913.6500244140625,1930.449951171875,1812.0946044921875,3729348
2020-05-05,1955.0999755859375,1977.0,1927.0,1932.75,1814.2537841796875,2905528
2020-05-06,1939.800048828125,1953.699951171875,1893.5999755859375,1903.5999755859375,1786.8909912109375,3517431
2020-05-07,1910.0,1934.449951171875,1883.3499755859375,1891.6500244140625,1775.673828125,3166754
2020-05-08,1939.0999755859375,1939.5,1886.25,1893.4000244140625,1777.3167724609375,2686530
2020-05-11,1909.0,1951.4000244140625,1909.0,1935.300048828125,1816.6474609375,2449841
2020-05-12,1933.4000244140625,1956.5,1910.25,1949.5,1829.9769287109375,3256595
2020-05-13,1994.0,1994.0,1925.6500244140625,1949.6500244140625,1830.1177978515625,2656665
2020-05-14,1910.0,1923.0999755859375,1891.0999755859375,1902.3499755859375,1785.7176513671875,2263146
2020-05-15,1916.0,1917.4000244140625,1865.199951171875,1892.9000244140625,1776.8468017578125,3173682
2020-05-18,1907.0,1952.949951171875,1872.0999755859375,1945.5999755859375,1826.31591796875,3727694
2020-05-19,1903.0,1966.449951171875,1903.0,1948.6500244140625,1829.1790771484375,3198693
2020-05-20,1950.0,1962.9000244140625,1931.699951171875,1953.5999755859375,1833.8253173828125,2778505
2020-05-21,1946.0,1998.0,1941.1500244140625,1991.199951171875,1869.1202392578125,3400908
2020-05-22,1977.0999755859375,2032.0,1961.25,2020.3499755859375,1896.4830322265625,3663418
2020-05-26,2015.0,2024.0,1925.0,1943.0,1823.8753662109375,4575317
2020-05-27,1959.0,2010.0,1941.25,2005.300048828125,1882.35595703125,3482160
2020-05-28,1988.5,2014.0,1971.300048828125,2004.300048828125,1881.417236328125,3475681
2020-05-29,1982.0,2002.6500244140625,1962.4000244140625,1972.3499755859375,1851.4261474609375,7237735
2020-06-01,1990.0,2060.0,1981.0999755859375,2045.25,1919.8563232421875,3747773
2020-06-02,2060.199951171875,2081.0,2040.050048828125,2047.1500244140625,1921.64013671875,2443886
2020-06-03,2051.85009765625,2063.75,2020.0,2046.1500244140625,1926.3475341796875,3699799
2020-06-04,2046.75,2100.0,2046.75,2091.550048828125,1969.0887451171875,4048593
2020-06-05,2091.60009765625,2098.0,2040.300048828125,2048.25,1928.3243408203125,3573289
2020-06-08,2078.25,2095.0,2062.10009765625,2071.75,1950.4482421875,2957841
2020-06-09,2063.10009765625,2095.5,2060.25,2072.050048828125,1950.7310791015625,2909439
2020-06-10,2077.050048828125,2132.0,2073.5,2108.75,1985.2816162109375,5168397
2020-06-11,2100.0,2105.0,2061.800048828125,2067.64990234375,1946.588134765625,2269513
2020-06-12,2011.199951171875,2049.199951171875,2011.0,2039.5,1920.08642578125,2842642
2020-06-15,2039.0999755859375,2059.0,2000.949951171875,2029.9000244140625,1911.0487060546875,2399022
2020-06-16,2065.0,2073.949951171875,2031.0,2045.800048828125,1926.0177001953125,2146528
2020-06-17,2046.0,2058.85009765625,2026.550048828125,2047.800048828125,1927.9005126953125,2703527
2020-06-18,2045.0,2059.199951171875,2025.199951171875,2038.0999755859375,1918.7684326171875,1944389
2020-06-19,2042.0,2090.0,2032.0,2044.5999755859375,1924.8880615234375,5681758
2020-06-22,2050.0,2052.25,2019.1500244140625,2027.949951171875,1909.212890625,3196138
2020-06-23,2027.0,2044.0,2010.0,2035.300048828125,1916.1326904296875,4205944
2020-06-24,2034.0,2064.25,2031.5999755859375,2042.199951171875,1922.62841796875,2560937
2020-06-25,2035.0,2060.0,2009.25,2016.0999755859375,1898.056640625,3043931
2020-06-26,2025.0,2132.0,2019.949951171875,2118.85009765625,1994.790771484375,6300722
2020-06-29,2108.0,2127.60009765625,2091.300048828125,2101.64990234375,1978.597412109375,3076341
2020-06-30,2100.0,2111.89990234375,2075.050048828125,2082.14990234375,1960.2393798828125,3071725
2020-07-01,2079.699951171875,2113.949951171875,2079.5,2092.050048828125,1969.5596923828125,2503466
2020-07-02,2102.0,2165.0,2098.0,2157.14990234375,2030.8480224609375,3758699
2020-07-03,2163.64990234375,2205.0,2160.25,2199.64990234375,2070.8603515625,4185208
2020-07-06,2205.0,2269.89990234375,2205.0,2263.199951171875,2130.689208984375,5190366
2020-07-07,2275.0,2302.699951171875,2232.14990234375,2269.89990234375,2136.99658203125,5630055
2020-07-08,2270.0,2274.39990234375,2207.60009765625,2218.89990234375,2088.982666015625,2793358
2020-07-09,2229.0,2244.5,2191.050048828125,2204.35009765625,2075.28466796875,3443998
2020-07-10,2205.25,2249.85009765625,2176.0,2222.35009765625,2092.231201171875,9610320
2020-07-13,2220.0,2244.949951171875,2210.0,2220.0,2090.018310546875,2963503
2020-07-14,2210.0,2239.0,2165.0,2171.949951171875,2044.781982421875,2976738
2020-07-15,2185.0,2260.0,2181.10009765625,2233.89990234375,2103.104248046875,5569321
2020-07-16,2244.0,2333.0,2220.10009765625,2234.75,2108.623779296875,8582118
2020-07-17,2237.0,2243.89990234375,2190.050048828125,2200.75,2076.543212890625,4509135
2020-07-20,2201.0,2226.89990234375,2190.800048828125,2207.89990234375,2083.289306640625,2952646
2020-07-21,2230.0,2238.64990234375,2201.14990234375,2225.050048828125,2099.4716796875,2665286
2020-07-22,2231.0,2231.0,2184.199951171875,2190.949951171875,2067.2958984375,2861534
2020-07-23,2190.949951171875,2190.949951171875,2163.0,2171.199951171875,2048.66064453125,2265766
2020-07-24,2154.5,2163.0,2125.10009765625,2157.39990234375,2035.6396484375,3665100
2020-07-27,2165.0,2215.0,2163.5,2206.800048828125,2082.251953125,4248480
2020-07-28,2215.0,2320.0,2215.0,2309.75,2179.3916015625,8092319
2020-07-29,2292.0,2342.0,2246.050048828125,2276.050048828125,2147.5927734375,6090431
2020-07-30,2285.89990234375,2358.0,2272.25,2279.5,2150.8486328125,7098496
2020-07-31,2303.14990234375,2334.800048828125,2257.449951171875,2281.39990234375,2152.6416015625,4723290
2020-08-03,2290.449951171875,2303.85009765625,2230.699951171875,2254.14990234375,2126.928955078125,4012337
2020-08-04,2259.949951171875,2269.64990234375,2225.050048828125,2249.699951171875,2122.72998046875,2927928
2020-08-05,2260.0,2300.0,2253.0,2259.5,2131.9775390625,3800641
2020-08-06,2275.0,2319.5,2265.35009765625,2308.10009765625,2177.83447265625,4748047
2020-08-07,2308.0,2328.0,2287.0,2295.35009765625,2165.80419921875,3165491
2020-08-10,2318.0,2325.0,2276.050048828125,2282.800048828125,2153.96240234375,2929353
2020-08-11,2283.0,2312.0,2275.60009765625,2279.89990234375,2151.2255859375,2774423
2020-08-12,2288.35009765625,2296.39990234375,2246.550048828125,2257.35009765625,2129.94873046875,3415751
2020-08-13,2273.0,2300.0,2250.5,2254.449951171875,2127.21240234375,2695682
2020-08-14,2277.0,2281.300048828125,2233.10009765625,2242.14990234375,2115.606689453125,2270405
2020-08-17,2263.0,2270.0,2238.25,2253.39990234375,2126.2216796875,2625630
2020-08-18,2262.800048828125,2289.0,2248.300048828125,2269.75,2141.649169921875,3493374
2020-08-19,2276.35009765625,2284.60009765625,2252.5,2256.60009765625,2129.241455078125,2843005
2020-08-20,2257.0,2276.550048828125,2240.050048828125,2252.85009765625,2125.702880859375,2895164
2020-08-21,2260.0,2271.0,2241.050048828125,2248.60009765625,2121.6923828125,1975294
2020-08-24,2250.60009765625,2259.949951171875,2230.0,2248.10009765625,2121.220703125,2167966
2020-08-25,2245.0,2250.0,2233.550048828125,2242.64990234375,2116.078369140625,1663419
2020-08-26,2242.0,2259.89990234375,2216.449951171875,2253.5,2126.315673828125,2618149
2020-08-27,2266.0,2287.35009765625,2241.75,2248.39990234375,2121.503662109375,3579393
2020-08-28,2268.39990234375,2279.949951171875,2235.10009765625,2238.550048828125,2112.2099609375,2941136
2020-08-31,2240.0,2276.199951171875,2228.0,2257.25,2129.8544921875,6018154
2020-09-01,2269.0,2278.0,2241.300048828125,2246.35009765625,2119.569091796875,3610908
2020-09-02,2247.0,2268.75,2241.64990234375,2265.14990234375,2137.308349609375,2084137
2020-09-03,2268.0,2324.0,2268.0,2299.5,2169.719970703125,4654146
2020-09-04,2275.0,2324.25,2262.949951171875,2288.800048828125,2159.62353515625,5231303
2020-09-07,2289.0,2343.5,2283.35009765625,2327.050048828125,2195.71533203125,4620401
2020-09-08,2335.949951171875,2390.449951171875,2327.050048828125,2348.199951171875,2215.6708984375,7453998
2020-09-09,2325.0,2359.0,2320.0,2327.64990234375,2196.28125,3866535
2020-09-10,2335.0,2348.5,2324.300048828125,2331.14990234375,2199.583740234375,2308813
2020-09-11,2330.949951171875,2383.0,2330.14990234375,2374.10009765625,2240.110107421875,4145424
2020-09-14,2384.10009765625,2505.75,2381.85009765625,2491.39990234375,2350.789306640625,7512131
