Date,Open,High,Low,Close,Adj Close,Volume
2020-09-15,2491.39990234375,2538.0,2464.60009765625,2491.39990234375,2350.789306640625,7318770
2020-09-16,2488.949951171875,2507.60009765625,2477.300048828125,2503.0,2361.734619140625,3074003
2020-09-17,2480.0,2495.75,2450.60009765625,2460.949951171875,2322.0576171875,4828176
2020-09-18,2485.0,2500.39990234375,2436.39990234375,2449.89990234375,2311.631103515625,4183256
2020-09-21,2465.0,2504.89990234375,2452.14990234375,2465.300048828125,2326.162109375,4598809
2020-09-22,2485.0,2555.0,2458.0,2522.949951171875,2380.558349609375,7499613
2020-09-23,2510.0,2519.85009765625,2409.0,2467.449951171875,2328.191162109375,7502280
2020-09-24,2450.0,2450.0,2302.60009765625,2332.25,2200.621337890625,8424708
2020-09-25,2368.0,2440.0,2352.10009765625,2422.300048828125,2285.5888671875,8228267
2020-09-28,2440.0,2444.0,2366.0,2426.300048828125,2289.363525390625,4347166
2020-09-29,2434.85009765625,2511.050048828125,2426.300048828125,2488.39990234375,2347.958740234375,6995811
2020-09-30,2489.0,2505.0,2460.0,2492.300048828125,2351.638427734375,3917166
2020-10-01,2510.0,2540.0,2492.300048828125,2523.449951171875,2381.0302734375,2610337
2020-10-05,2620.0,2728.10009765625,2603.050048828125,2705.800048828125,2553.088623046875,17412105
2020-10-06,2736.0,2736.0,2650.10009765625,2714.300048828125,2561.109130859375,9846367
2020-10-07,2742.0,2770.0,2703.0,2735.949951171875,2581.53759765625,9656101
2020-10-08,2800.0,2885.0,2800.0,2825.699951171875,2666.2216796875,19839329
2020-10-09,2810.0,2829.85009765625,2780.0,2812.949951171875,2654.19091796875,7739245
2020-10-12,2815.5,2854.0,2800.75,2830.0,2670.279296875,4623203
2020-10-13,2845.0,2854.89990234375,2812.199951171875,2826.550048828125,2667.024169921875,4209878
2020-10-14,2842.0,2842.0,2787.550048828125,2809.60009765625,2662.333251953125,4395936
2020-10-15,2811.0,2827.75,2727.0,2740.60009765625,2596.9501953125,6629355
2020-10-16,2750.10009765625,2771.64990234375,2731.300048828125,2763.300048828125,2618.4599609375,5273773
2020-10-19,2774.0,2774.0,2706.60009765625,2711.550048828125,2569.422119140625,3331194
2020-10-20,2725.0,2759.89990234375,2717.949951171875,2739.0,2595.43408203125,3406273
2020-10-21,2739.0,2749.0,2663.050048828125,2675.39990234375,2535.16748046875,4570143
2020-10-22,2661.0,2686.64990234375,2638.10009765625,2671.14990234375,2531.14013671875,5262294
2020-10-23,2687.800048828125,2702.0,2670.10009765625,2686.800048828125,2545.9697265625,3499091
2020-10-26,2689.949951171875,2709.949951171875,2670.5,2688.199951171875,2547.296875,2672752
2020-10-27,2699.75,2718.14990234375,2624.10009765625,2630.14990234375,2492.289794921875,3537502
2020-10-28,2650.0,2655.949951171875,2606.0,2622.199951171875,2484.755859375,3569445
2020-10-29,2608.0,2655.0,2600.25,2632.64990234375,2494.658935546875,3105968
2020-10-30,2636.10009765625,2674.35009765625,2621.60009765625,2664.85009765625,2525.170654296875,3427003
2020-11-02,2660.0,2664.85009765625,2600.050048828125,2604.60009765625,2468.078857421875,2571196
2020-11-03,2604.0,2665.0,2601.050048828125,2633.60009765625,2495.55908203125,2879269
2020-11-04,2610.0,2721.85009765625,2610.0,2653.14990234375,2514.083740234375,4893928
2020-11-05,2685.0,2710.0,2667.0,2685.699951171875,2544.927978515625,2816502
2020-11-06,2699.0,2713.25,2681.300048828125,2707.449951171875,2565.537353515625,3884421
2020-11-09,2731.10009765625,2744.0,2695.10009765625,2726.60009765625,2583.683837890625,3646592
2020-11-10,2697.199951171875,2713.14990234375,2638.35009765625,2649.60009765625,2510.7197265625,4760020
2020-11-11,2667.949951171875,2692.800048828125,2643.39990234375,2687.800048828125,2546.917236328125,3242441
2020-11-12,2686.0,2713.0,2661.75,2671.050048828125,2531.04541015625,2437505
2020-11-13,2655.75,2664.89990234375,2636.0,2656.85009765625,2517.590087890625,2548093
2020-11-14,2677.949951171875,2689.0,2660.050048828125,2670.35009765625,2530.38232421875,298819
2020-11-17,2695.0,2695.0,2650.050048828125,2666.050048828125,2526.307861328125,2827273
2020-11-18,2661.0,2664.199951171875,2607.050048828125,2626.64990234375,2488.972412109375,2893762
2020-11-19,2637.0,2676.14990234375,2630.85009765625,2636.89990234375,2498.685302734375,4167501
2020-11-20,2655.0,2676.0,2627.550048828125,2660.25,2520.81201171875,2711471
2020-11-23,2690.0,2730.0,2665.0,2724.25,2581.457275390625,3706418
2020-11-24,2734.39990234375,2743.0,2705.0,2722.050048828125,2579.372802734375,3120516
2020-11-25,2729.0,2732.949951171875,2688.199951171875,2701.300048828125,2559.710205078125,3302249
2020-11-26,2686.0,2730.949951171875,2680.0,2720.60009765625,2577.99853515625,2341099
2020-11-27,2705.0,2717.699951171875,2669.050048828125,2679.64990234375,2539.195068359375,6086808
2020-12-01,2679.0,2735.89990234375,2624.449951171875,2726.800048828125,2583.87353515625,3605017
2020-12-02,2719.0,2754.699951171875,2702.449951171875,2749.550048828125,2605.43115234375,2509032
2020-12-03,2773.89990234375,2773.89990234375,2700.800048828125,2709.449951171875,2567.4326171875,2852548
2020-12-04,2710.800048828125,2738.85009765625,2699.0,2727.550048828125,2584.583984375,2686527
2020-12-07,2715.0,2744.0,2706.14990234375,2737.699951171875,2594.201904296875,1996400
2020-12-08,2740.0,2805.550048828125,2732.449951171875,2797.300048828125,2650.67822265625,4277818
2020-12-09,2815.0,2840.0,2793.14990234375,2810.800048828125,2663.470458984375,3659996
2020-12-10,2818.0,2827.300048828125,2780.25,2784.300048828125,2638.359375,2127801
2020-12-11,2792.699951171875,2807.699951171875,2764.550048828125,2783.60009765625,2637.6962890625,1795408
2020-12-14,2802.0,2804.0,2756.25,2797.699951171875,2651.056396484375,2483658
2020-12-15,2786.0,2794.699951171875,2755.0,2761.550048828125,2616.80224609375,2365509
2020-12-16,2779.0,2819.800048828125,2760.449951171875,2814.199951171875,2666.692138671875,2565149
2020-12-17,2811.0,2853.699951171875,2805.0,2838.199951171875,2689.434326171875,2863460
2020-12-18,2868.0,2898.0,2846.199951171875,2861.0,2711.0390625,6076692
2020-12-21,2861.0,2886.5,2785.0,2820.14990234375,2672.33056640625,2705195
2020-12-22,2834.0,2883.64990234375,2818.64990234375,2872.5,2721.9365234375,2881737
2020-12-23,2876.050048828125,2919.0,2865.449951171875,2908.75,2756.2861328125,2790988
2020-12-24,2909.0,2921.35009765625,2883.199951171875,2909.35009765625,2756.85498046875,1807144
2020-12-28,2910.0,2949.699951171875,2902.0,2929.39990234375,2775.854248046875,2108994
2020-12-29,2920.0,2952.0,2920.0,2930.5,2776.896240234375,1994151
2020-12-30,2934.39990234375,2947.699951171875,2902.0,2909.300048828125,2756.8076171875,2637968
2020-12-31,2900.0,2905.0,2845.0,2862.75,2712.697509765625,4040956
2021-01-01,2880.0,2940.0,2879.0,2928.25,2774.76416015625,2681440
2021-01-04,2950.0,3050.75,2940.949951171875,3039.449951171875,2880.1357421875,5113293
2021-01-05,3039.60009765625,3114.25,3039.60009765625,3093.0,2930.87841796875,5801309
2021-01-06,3100.0,3113.5,3037.199951171875,3051.5,2891.554443359375,3726716
2021-01-07,3075.0,3080.85009765625,3000.25,3032.800048828125,2873.83447265625,3717827
2021-01-08,3090.0,3128.0,3060.0,3120.89990234375,2957.31640625,5879039
2021-01-11,3230.0,3230.0,3146.550048828125,3176.449951171875,3009.954345703125,9508039
2021-01-12,3176.449951171875,3210.0,3150.0,3174.85009765625,3008.438232421875,3611458
2021-01-13,3175.0,3177.0,3126.25,3158.949951171875,2993.37255859375,3572801
2021-01-14,3155.0,3266.5,3120.39990234375,3250.699951171875,3086.174560546875,6931542
2021-01-15,3235.0,3274.0,3210.0,3233.35009765625,3069.703125,4131692
2021-01-18,3250.0,3256.75,3187.39990234375,3221.75,3058.68994140625,4160906
2021-01-19,3233.0,3279.0,3232.0,3260.699951171875,3095.668212890625,2975735
2021-01-20,3270.0,3327.949951171875,3267.10009765625,3308.800048828125,3141.333984375,3453446
2021-01-21,3305.0,3309.14990234375,3262.10009765625,3273.85009765625,3108.153564453125,2778546
2021-01-22,3241.89990234375,3325.0,3241.89990234375,3303.10009765625,3135.923095703125,3052459
2021-01-25,3308.949951171875,3339.800048828125,3278.64990234375,3291.300048828125,3124.72021484375,2272887
2021-01-27,3300.0,3306.449951171875,3227.0,3261.050048828125,3096.000732421875,2786662
2021-01-28,3230.0,3275.0,3183.800048828125,3196.550048828125,3034.765869140625,3083938
2021-01-29,3210.050048828125,3216.85009765625,3100.0,3111.35009765625,2953.878173828125,5445659
2021-02-01,3100.0,3165.0,3044.10009765625,3139.35009765625,2980.46044921875,3985846
2021-02-02,3174.0,3224.0,3150.0,3203.449951171875,3041.31591796875,2881837
2021-02-03,3213.0,3236.0,3162.64990234375,3200.050048828125,3038.088134765625,2505866
2021-02-04,3216.050048828125,3237.85009765625,3176.0,3188.449951171875,3027.075439453125,2057261
2021-02-05,3198.949951171875,3205.85009765625,3129.0,3157.949951171875,2998.119140625,2366135
2021-02-08,3189.5,3226.0,3155.14990234375,3214.10009765625,3051.42724609375,2526592
2021-02-09,3195.0,3245.800048828125,3164.0,3176.89990234375,3016.10986328125,2658751
2021-02-10,3185.0,3219.39990234375,3157.300048828125,3213.300048828125,3050.667236328125,2127983
2021-02-11,3215.0,3219.300048828125,3185.050048828125,3206.0,3043.73681640625,1165882
2021-02-12,3184.199951171875,3245.5,3182.0,3190.800048828125,3029.306396484375,2777404
2021-02-15,3209.0,3209.0,3131.550048828125,3139.85009765625,2980.93505859375,2630853
2021-02-16,3150.0,3167.64990234375,3100.0,3108.800048828125,2951.45654296875,3435770
2021-02-17,3105.10009765625,3132.85009765625,3045.550048828125,3073.10009765625,2917.5634765625,3678426
2021-02-18,3065.0,3097.89990234375,3031.0,3057.35009765625,2902.61083984375,4189909
2021-02-19,3058.0,3087.14990234375,3016.14990234375,3071.85009765625,2916.376708984375,3725028
2021-02-22,3096.0,3096.0,2943.14990234375,2958.449951171875,2808.7158203125,5366696
2021-02-23,2970.0,3028.0,2968.0,2980.199951171875,2829.365478515625,3832829
2021-02-24,2972.0,3003.35009765625,2921.14990234375,2948.10009765625,2798.889892578125,3774549
2021-02-25,2974.0,3029.89990234375,2968.449951171875,2995.300048828125,2843.70068359375,4224073
2021-02-26,2960.0,2972.35009765625,2880.0,2894.300048828125,2747.81298828125,5553153
2021-03-01,2926.0,2965.0,2901.800048828125,2924.199951171875,2776.19970703125,3265871
2021-03-02,2960.0,3025.0,2948.0,3006.35009765625,2854.19189453125,3306469
2021-03-03,3035.0,3064.0,2996.89990234375,3059.10009765625,2904.27197265625,3509857
2021-03-04,3023.0,3081.449951171875,3016.050048828125,3049.699951171875,2895.34765625,3916760
2021-03-05,3016.10009765625,3063.199951171875,2996.60009765625,3008.050048828125,2855.805908203125,3203686
2021-03-08,3016.0,3033.0,2996.0,3006.949951171875,2854.761474609375,2003125
2021-03-09,3006.949951171875,3066.89990234375,2992.10009765625,3050.949951171875,2896.534423828125,1942397
2021-03-10,3075.0,3093.199951171875,3060.0,3070.949951171875,2915.522216796875,3053778
2021-03-12,3075.0,3117.0,3041.35009765625,3057.949951171875,2903.180419921875,2938317
2021-03-15,3041.0,3099.0,3041.0,3066.14990234375,2910.96484375,3097083
2021-03-16,3060.0,3141.0,3060.0,3110.050048828125,2952.6435546875,4894756
2021-03-17,3105.0,3155.0,3085.300048828125,3112.949951171875,2955.396484375,3838390
2021-03-18,3125.949951171875,3146.449951171875,2987.050048828125,3036.5,2882.816162109375,3656306
